"tab_code","表章事項","cat01_code","男女","area_code","全国，都道府県，市区町村（2000年市区町村含む）","time_code","時間軸（年次）","unit","value"
"2020_01","人口","1","男","00000","全国","2020000000","2020年","人","61349581"
"2020_01","人口","2","女","00000","全国","2020000000","2020年","人","64796518"
